covidence	author	year	country	location	latitude	longitude	climate	Experiment_T	mat..C.	map..mm.	season_exposure	day_exposure	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec..dsm.1.	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_types	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density..ind..m2.or.pots.	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba.1	cd_ba.1	cu_ba.1	pb_ba.1	zn_ba.1	se_ba.1	ni_ba.1	co_ba.1	mn_ba.1	cr_ba.1	hg_ba.1	units_te_ba.1	n_te_ba.1	organs_ba.1	as_ba.2	cd_ba.2	cu_ba.2	pb_ba.2	zn_ba.2	se_ba.2	ni_ba.2	co_ba.2	mn_ba.2	cr_ba.2	hg_ba.2	units_te_ba.2	n_te_ba.2	organs_ba.2	comments	AccSpeciesName_cor
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	L	Litter	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6	NA	NA	3.6	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.11428569	0.370960201	0.066355159	g	44.26229951	NA	NA	2.108433735	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	1443.821092	NA	NA	89.18918919	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	21.31145253	NA	NA	6.144578313	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	GT12.5	Garden soil 87.5% + Technosol 12.5%	7.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	212.4	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.071924287	0.238485793	0.029113874	g	45.73990405	NA	NA	2.808638679	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	792.6834851	NA	NA	17.5	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	25.11213156	NA	NA	1.62037037	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	GT25	Garden soil 75% + Technosol 25%	7.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	440.9	NA	NA	101.2	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.039116756	0.158990529	0.016455671	g	95.96408506	NA	NA	14.58333333	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	865.8531003	NA	NA	11.99074074	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	42.15243323	NA	NA	2.376536617	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	GT50	Garden soil 50% + Technosol 50%	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561	NA	NA	109.9	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.018927444	0.082018943	0.015189868	g	58.29592878	NA	NA	2.700610691	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	1231.707875	NA	NA	28.51851852	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	72.64572997	NA	NA	2.052462542	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	LT12.5	Technosol 12.5% + Litter 87.5%	5.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	949.3	NA	NA	169	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.070662476	0.252365938	0.032911341	g	98.65466765	NA	NA	1.836416456	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	3024.390244	NA	NA	16.2037037	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	74.43942433	NA	NA	0.648148148	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	LT25	Technosol 25% + Litter 75%	6.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1119.7	NA	NA	199.1	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.065615177	0.205678262	0.017721474	g	107.6233037	NA	NA	1.836416456	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	4012.195122	NA	NA	18.58024527	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	125.5605346	NA	NA	1.08024032	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	LT50	Technosol 50% + Litter 50%	6.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1436.1	NA	NA	221	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.080757132	0.237223983	0.015189868	g	72.64572997	NA	NA	2.592592593	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	3756.098119	NA	NA	31.8672823	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	118.385634	NA	NA	16.41974979	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	T	Technosol	6.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1593	NA	NA	210.6	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.044094498	0.17401575	0.030303008	g	61.53847865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	3095.505687	NA	NA	413.0136986	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	161.9433493	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	L	Litter	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6	NA	NA	3.6	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.023622046	0.092125979	0.007575743	g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	2353.933295	NA	NA	376.0273973	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	GT12.5	Garden soil 87.5% + Technosol 12.5%	7.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	212.4	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.147435878	0.415384615	0.049367156	g	188.7931034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	789.1571249	NA	NA	67.6471335	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	205.1724006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	GT25	Garden soil 75% + Technosol 25%	7.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	440.9	NA	NA	101.2	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.126923077	0.379487199	0.037974691	g	187.9310082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	1150.60229	NA	NA	41.32425756	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	183.6206897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	GT50	Garden soil 50% + Technosol 50%	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561	NA	NA	109.9	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.132051262	0.417948738	0.040506356	g	216.379284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	1331.3257	NA	NA	80.25209696	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	231.0344696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	LT12.5	Technosol 12.5% + Litter 87.5%	5.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	949.3	NA	NA	169	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.029487199	0.123076923	0.008860742	g	173.2758621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	2234.93944	NA	NA	279.4118122	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	267.2413662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	LT25	Technosol 25% + Litter 75%	6.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1119.7	NA	NA	199.1	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.052564122	0.155128186	0.020253149	g	51.72413793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	2054.216858	NA	NA	269.3277607	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	81.03443014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	LT50	Technosol 50% + Litter 50%	6.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1436.1	NA	NA	221	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix purpurea	NA	NA	NA	0.032051262	0.121794891	0.01645568	g	80.17241379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	1873.494275	NA	NA	102.9411697	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	61.20687024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix purpurea
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-218	Salix gmelinii	Salix x smithiana	3 cuttings/pot	NA	NA	NA	NA	NA	1.47	40.2	NA	5.36	386	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	11.9	11.3	NA	330	127	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.495	25.5	NA	20.4	214	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-150	Salix gmelinii	Salix x smithiana	3 cuttings/pot	NA	NA	NA	NA	NA	2.09	36.8	NA	11.7	352	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	8.72	11.6	NA	456	120	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.594	22.4	NA	21.8	150	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-519	Salix viminalis	NA	3 cuttings/pot	NA	NA	NA	NA	NA	1.5	21.5	NA	3.86	276	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	7.04	8.11	NA	221	87.7	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.579	13.8	NA	7.34	119	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-464	Salix alba	NA	3 cuttings/pot	NA	NA	NA	NA	NA	0.918	30.5	NA	3.77	278	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	5	12.9	NA	439	171	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.525	20.5	NA	16.8	233	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix alba
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-141	Salix alba	Pyramidalis	3 cuttings/pot	NA	NA	NA	NA	NA	1.29	30.6	NA	6.54	460	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	11.8	20	NA	274	162	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.401	24.5	NA	19.4	192	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix alba
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-406	Salix gmelinii	Salix dasyclados	3 cuttings/pot	NA	NA	NA	NA	NA	0.96	41.7	NA	11.1	406	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	5.6	12.1	NA	445	131	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.508	23.9	NA	26.7	225	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	3	NA	NA	Cambisol	6.1	NA	NA	2.1	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.8	mg kg-1	total	37.5	4.73	NA	1158	180	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-391	Salix rubens	NA	3 cuttings/pot	NA	NA	NA	NA	NA	1.23	79.6	NA	10.8	951	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	6.97	16.6	NA	418	132	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.663	38.9	NA	27.2	245	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix rubens
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-218	Salix gmelinii	Salix x smithiana	3 cuttings/pot	NA	NA	NA	NA	NA	5.94	28.2	NA	3.88	1908	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	124	84.6	NA	306	2562	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	6.64	29.4	NA	4.96	1139	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-150	Salix gmelinii	Salix x smithiana	3 cuttings/pot	NA	NA	NA	NA	NA	2.97	39	NA	2.26	2758	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	170	74.5	NA	411	2597	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	6.7	27.7	NA	11.2	1090	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-519	Salix viminalis	NA	3 cuttings/pot	NA	NA	NA	NA	NA	1.8	34.9	NA	1.21	2291	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	176	63.4	NA	370	2544	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	2.98	23.8	NA	7.88	830	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-464	Salix alba	NA	3 cuttings/pot	NA	NA	NA	NA	NA	1.12	11.7	NA	0.616	1405	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	108	53.8	NA	168	1736	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	0.65	9.54	NA	2.67	537	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix alba
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-141	Salix alba	Pyramidalis'	3 cuttings/pot	NA	NA	NA	NA	NA	2.43	67.3	NA	4.63	2607	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	156	95	NA	314	2272	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	1.66	54.6	NA	6.45	1095	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix alba
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-406	Salix gmelinii	Salix dasyclados	3 cuttings/pot	NA	NA	NA	NA	NA	2.34	77.4	NA	4.62	2498	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	229	111	NA	285	2918	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	3.76	73.2	NA	17.2	1496	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1008	Tlustos	2007	Czech Republic	Litavka River	NA	NA	NA	NA	NA	NA	2	NA	NA	Fluvisol	5.3	NA	NA	1.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.8	mg kg-1	total	64.1	30.5	NA	2297	3718	NA	NA	NA	NA	NA	NA	mg kg-1	NA	total	NA	S-391	Salix rubens	NA	3 cuttings/pot	NA	NA	NA	NA	NA	3.84	163	NA	1.84	3991	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	177	128	NA	674	3216	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	2.81	75.3	NA	4.95	1157	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix rubens
21	Tozser	2018	Hungary	Debrecen city	47 29'000" N	21 35'738" E	NA	NA	9.8	570	3	NA	Moderately contaminated 1 (northern)	NA	7.7	6.3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	35.3	27.4	153	NA	23.8	NA	396	129	NA	mg kg-1	27	total	NA	NA	Salix viminalis	NA	total: 5800 cuttings in 5 x 8 m	NA	NA	NA	NA	NA	NA	1.19	7.58	0.08	619	NA	0.9	NA	171	0.3	NA	mg kg-1	18	leaves	NA	1.56	22.7	1.77	234	NA	2.92	NA	56.1	5.62	NA	mg kg-1	18	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
21	Tozser	2018	Hungary	Debrecen city	47 29'000" N	21 35'738" E	NA	NA	9.8	570	3	NA	Strongly contaminated (middle)	NA	7.7	8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	49.3	44.3	192	NA	32.1	NA	380	303	NA	mg kg-1	27	total	NA	NA	Salix viminalis	NA	total: 5800 cuttings in 5 x 8 m	NA	NA	NA	NA	NA	NA	1.57	8.64	0.17	800	NA	0.85	NA	268	0.06	NA	mg kg-1	18	leaves	NA	0.74	18	0.97	177	NA	2.11	NA	47.2	4.31	NA	mg kg-1	18	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
