covidence	author	year	country	location	latitude	longitude	climate	expe_t	mat	map	map_units	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_type	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density	units_density	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba_1	cd_ba_1	cu_ba_1	pb_ba_1	zn_ba_1	se_ba_1	ni_ba_1	co_ba_1	mn_ba_1	cr_ba_1	hg_ba_1	units_te_ba_1	n_te_ba_1	organs_ba_1	as_ba_2	cd_ba_2	cu_ba_2	pb_ba_2	zn_ba_2	se_ba_2	ni_ba_2	co_ba_2	mn_ba_2	cr_ba_2	hg_ba_2	units_te_ba_2	n_te_ba_2	organs_ba_2	as_ba_3	cd_ba_3	cu_ba_3	pb_ba_3	zn_ba_3	se_ba_3	ni_ba_3	co_ba_3	mn_ba_3	cr_ba_3	hg_ba_3	units_te_ba_3	n_te_ba_3	organs_ba_3	comments	implement	s	b	ba	ba_1	ba_2
1783	Ciura	2004	Poland	Krakow	NA	NA	Moderately continental	NA	NA	NA	NA	NA	Eutric Cambisols	4.8	NA	NA	1.2	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	7.44	8.2	43	NA	2.32	NA	177.3	1.05	NA	mg kg-1	4	Total	NA	Common parsnip	Pastinaca sativa	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	11.4	6.1	37.9	NA	NA	NA	30	8.6	NA	mg m2 year-1	4	whole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1041	Claveria	2019	Philippines	Luzon	NA	NA	Tropical rainforest	NA	NA	NA	NA	NA	Hydrothermally altered host rocks	3.62	6.09	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.29	mg kg−1	Total	2.91	mg kg-1	Total	44.96	NA	165.53	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	Total	NA	Cut-Leaf Fern	Histiopteris incisa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	7.51	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1041	Claveria	2019	Philippines	Luzon	NA	NA	Tropical rainforest	NA	NA	NA	NA	NA	Hydrothermally altered host rocks	3.62	6.09	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.29	mg kg−1	Total	2.91	mg kg-1	Total	44.96	NA	165.53	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	Total	NA	Sword Fern	Nephrolepis hirsutula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.64	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	6.9	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1041	Claveria	2019	Philippines	Luzon	NA	NA	Tropical rainforest	NA	NA	NA	NA	NA	Hydrothermally altered host rocks	3.62	6.09	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.29	mg kg−1	Total	2.91	mg kg-1	Total	44.96	NA	165.53	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	Total	NA	Painted Fern	Pityrogramma calomelanos	NA	NA	NA	NA	NA	NA	NA	NA	1050	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	shoots	1165	NA	48.38	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1041	Claveria	2019	Philippines	Luzon	NA	NA	Tropical rainforest	NA	NA	NA	NA	NA	Hydrothermally altered host rocks	3.62	6.09	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.29	mg kg−1	Total	2.91	mg kg-1	Total	44.96	NA	165.53	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	Total	NA	Braided Curly-Grass Fern	Pteris vittata	NA	NA	NA	NA	NA	NA	NA	NA	279	NA	18.07	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	shoots	260.5	NA	25.06	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1041	Claveria	2019	Philippines	Luzon	NA	NA	Tropical rainforest	NA	NA	NA	NA	NA	Hydrothermally altered host rocks	3.62	6.09	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.29	mg kg−1	Total	2.91	mg kg-1	Total	44.96	NA	165.53	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	Total	NA	Tiger grass	Thysanolaena latifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	3.49	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1663	Cuske	2016	Poland	Legnica	NA	NA	Warm and temperate	NA	NA	NA	NA	1 (150m from smetler)	Copper smelter	7.48	NA	NA	0.9	%	Silty loam	NA	%	NA	%	NA	NA	NA	NA	900	mg kg−1	Total	NA	NA	NA	NA	NA	5180	NA	368	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	NA	Red fescue	Festuca rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.2283244	NA	159.92307	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	1940.639134	NA	297.2306881	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1663	Cuske	2016	Poland	Legnica	NA	NA	Warm and temperate	NA	NA	NA	NA	2 (500m from smetler)	Copper smelter	6.41	NA	NA	0.76	%	Silty loam	NA	%	NA	%	NA	NA	NA	NA	900	mg kg−1	Total	NA	NA	NA	NA	NA	3732	NA	295	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	NA	Red fescue	Festuca rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.4977211	NA	236.384586	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	1529.680433	NA	271.3845984	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1663	Cuske	2016	Poland	Legnica	NA	NA	Warm and temperate	NA	NA	NA	NA	3 (880m from smetler)	Copper smelter	5.22	NA	NA	1.3	%	Silty loam	NA	%	NA	%	NA	NA	NA	NA	1400	mg kg−1	Total	NA	NA	NA	NA	NA	1686	NA	174	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	NA	Red fescue	Festuca rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.7808086	NA	259.53846	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	1598.173405	NA	254.1537625	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1663	Cuske	2016	Poland	Legnica	NA	NA	Warm and temperate	NA	NA	NA	NA	4 (1070m from smetler)	Copper smelter	7	NA	NA	0.66	%	Silty loam	NA	%	NA	%	NA	NA	NA	NA	900	mg kg−1	Total	NA	NA	NA	NA	NA	531	NA	94	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	NA	Red fescue	Festuca rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6392387	NA	124.923068	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	1484.018161	NA	232.6152997	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1663	Cuske	2016	Poland	Legnica	NA	NA	Warm and temperate	NA	NA	NA	NA	5 (1300m from smetler)	Copper smelter	7.15	NA	NA	0.93	%	Silty loam	NA	%	NA	%	NA	NA	NA	NA	1200	mg kg−1	Total	NA	NA	NA	NA	NA	301	NA	79	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	NA	Red fescue	Festuca rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.6803632	NA	101.769224	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	707.7630303	NA	297.2306881	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
2973	De Varennes	2015	Portugal	Pegoes	NA	NA	Mediterranean	16.5	NA	NA	NA	0% Cu	NA	5.4	1	%	NA	NA	Sand	5	%	93	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	EDTA	NA	Burr medic	Medicago polymorpha	NA	12	plants/pot	13.5	NA	NA	NA	g	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	66	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	3.1	NA	NA	NA
2973	De Varennes	2015	Portugal	Nelas	NA	NA	Mediterranean	16.5	NA	NA	NA	25% Cu	Vineyards	6.2	1	%	NA	NA	Loamy sand	7.5	%	78	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.5	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	EDTA	NA	Burr medic	Medicago polymorpha	NA	12	plants/pot	17.6	NA	NA	NA	g	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	262	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	4.6	NA	NA	NA
2973	De Varennes	2015	Portugal	Nelas	NA	NA	Mediterranean	16.5	NA	NA	NA	50% Cu	Vineyards	6.2	1	%	NA	NA	Loamy sand	7.5	%	78	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	EDTA	NA	Burr medic	Medicago polymorpha	NA	12	plants/pot	19.1	NA	NA	NA	g	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	565	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	5.5	NA	NA	NA
2973	De Varennes	2015	Portugal	Nelas	NA	NA	Mediterranean	16.5	NA	NA	NA	100% Cu	Vineyards	6.2	1	%	NA	NA	Loamy sand	7.5	%	78	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	230	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	EDTA	NA	Burr medic	Medicago polymorpha	NA	12	plants/pot	4.6	NA	NA	NA	g	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	979	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	4.1	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S1	Brownfield soil	8.3	2.3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.77	cmolc kg-1	NA	NA	NA	35	kg ha-1	Extractable Mehlich-1	NA	NA	47.5	NA	162.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Indian mustard	Brassica juncea	NA	NA	NA	27.33944851	NA	NA	NA	g	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	215.6996138	NA	133.1057968	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	4.074075175	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S2	Brownfield soil	7.5	3.9	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.93	cmolc kg-1	NA	NA	NA	28	kg ha-1	Extractable Mehlich-1	NA	NA	20.02	NA	177	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Indian mustard	Brassica juncea	NA	NA	NA	23.48624084	NA	NA	NA	g	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	191.1262984	NA	154.9488046	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	4.44444693	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S1	Brownfield soil	8.3	2.3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.77	cmolc kg-1	NA	NA	NA	35	kg ha-1	Extractable Mehlich-1	NA	NA	47.5	NA	162.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Tall fescue	Festuca  arundinacea	NA	NA	NA	25.13761956	NA	NA	NA	g	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	263.4811819	NA	94.88055278	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	18.5185171	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S2	Brownfield soil	7.5	3.9	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.93	cmolc kg-1	NA	NA	NA	28	kg ha-1	Extractable Mehlich-1	NA	NA	20.02	NA	177	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Tall fescue	Festuca  arundinacea	NA	NA	NA	22.93577661	NA	NA	NA	g	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	279.8634703	NA	92.15018007	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	15.92592895	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S1	Brownfield soil	8.3	2.3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.77	cmolc kg-1	NA	NA	NA	35	kg ha-1	Extractable Mehlich-1	NA	NA	47.5	NA	162.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Alfalfa	Medicago sativa	NA	NA	NA	40	NA	NA	NA	g	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	69.62460191	NA	71.67235215	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	56.29629658	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S2	Brownfield soil	7.5	3.9	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.93	cmolc kg-1	NA	NA	NA	28	kg ha-1	Extractable Mehlich-1	NA	NA	20.02	NA	177	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Alfalfa	Medicago sativa	NA	NA	NA	45.32110297	NA	NA	NA	g	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	36.86007724	NA	78.49830347	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	44.2592587	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S1	Brownfield soil	8.3	2.3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.77	cmolc kg-1	NA	NA	NA	35	kg ha-1	Extractable Mehlich-1	NA	NA	47.5	NA	162.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Miyabe willow	Salix miyabeana	NA	NA	NA	35.5431476	NA	NA	NA	g	NA	NA	NA	NA	117.6257121	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	62.26133754	NA	85.98570071	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	4.550367458	NA	NA	NA
593	Desjardins	2016	Canada	Montreal	-73.563009	45.560002	Humid continental climate	NA	NA	NA	NA	S2	Brownfield soil	7.5	3.9	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.93	cmolc kg-1	NA	NA	NA	28	kg ha-1	Extractable Mehlich-1	NA	NA	20.02	NA	177	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Miyabe willow	Salix miyabeana	NA	NA	NA	28.94990181	NA	NA	NA	g	NA	NA	NA	NA	121.4599659	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	40.19812841	NA	107.4721264	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	4.633722788	NA	NA	NA
8790	Duares	2015	Portugal	Iberian Pyrite Belt	NA	NA	Hot summer Mediterranean	NA	NA	NA	NA	Iberian Pyrite Belt mining	Ore and gang minerals	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	mg kg-1	Total	NA	NA	734.5	4600	826	NA	NA	NA	335	NA	NA	mg kg-1	3	Total	NA	Rock rose	Cistus ladanifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.5	37	413.5	NA	NA	NA	1925	NA	NA	mg kg-1	3	leaves	NA	NA	60	37	116	NA	NA	NA	642.5	NA	NA	mg kg-1	3	roots	NA	NA	34.5	12	135.5	NA	NA	NA	500.5	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8790	Duares	2015	Portugal	Iberian Pyrite Belt	NA	NA	Hot summer Mediterranean	NA	NA	NA	NA	Iberian Pyrite Belt mining 	Ore and gang minerals	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	mg kg-1	Total	NA	NA	987.5	27631	910	NA	NA	NA	173.5	NA	NA	mg kg-1	7	Total	NA	Andalusian Heath	Erica andevalensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	139.5	351	NA	NA	NA	1047	NA	NA	mg kg-1	7	leaves	NA	NA	345	362	318.5	NA	NA	NA	583.5	NA	NA	mg kg-1	7	roots	NA	NA	88.5	158.5	217	NA	NA	NA	809	NA	NA	mg kg-1	7	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
8790	Duares	2015	Morocco	Tighza and Zeida mines	NA	NA	Hot summer Mediterranean	NA	NA	NA	NA	Morocco mining	Ore and gang minerals	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	mg kg-1	Total	NA	NA	195	28847	5581	NA	NA	NA	17770	NA	NA	mg kg-1	1	Total	NA	Oleander	Nerium oleander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	94	146	NA	NA	NA	265	NA	NA	mg kg-1	1	leaves	NA	NA	240	670	386	NA	NA	NA	282	NA	NA	mg kg-1	1	roots	NA	NA	5	76	152	NA	NA	NA	219	NA	NA	mg kg-1	1	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8790	Duares	2015	Morocco	Tighza and Zeida mines	NA	NA	Hot summer Mediterranean	NA	NA	NA	NA	Morocco mining	Ore and gang minerals	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Total	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	2	Total	NA	Woad	Isatis tinctoria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	38	232	NA	NA	NA	8	NA	NA	mg kg-1	2	stems	NA	NA	3	189	13	NA	NA	NA	NA	NA	NA	mg kg-1	2	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8790	Duares	2015	Morocco	Tighza and Zeida mines	NA	NA	Hot summer Mediterranean	NA	NA	NA	NA	Morocco mining	Ore and gang minerals	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	mg kg-1	Total	NA	NA	50	4862	93	NA	NA	NA	528	NA	NA	mg kg-1	1	Total	NA	Rosemary	Rosmarinus officinalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	40	29	NA	NA	NA	44	NA	NA	mg kg-1	1	stems	NA	NA	21	195	37	NA	NA	NA	59	NA	NA	mg kg-1	1	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
